id	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest	pval	qval
ENSG00000144057	2.0	4.0	303.0	84.0	3.5083355593182327e-06	0.00013799453199985048
ENSG00000205795	53.0	118.0	2.0	2.0	3.846615519721491e-06	0.00015077118872754513
ENSG00000188783	5.0	12.0	177.0	465.0	3.998163633470742e-06	0.0001561652067289443
ENSG00000137486	5.0	9.0	157.0	270.0	4.059981168017019e-06	0.00015785506278751917
ENSG00000168546	0.0	2.0	77.0	145.0	4.069590824762983e-06	0.00015785506278751917
ENSG00000174749	870.0	462.0	105.0	48.0	4.247430404150168e-06	0.00016418515458801165
ENSG00000154493	368.0	230.0	26.0	40.0	4.272644025574097e-06	0.00016459223205046608
ENSG00000144451	259.0	561.0	42.0	21.0	4.38962581588907e-06	0.00016851953902779617
ENSG00000135253	267.0	2187.0	32.0	8.0	4.473679782141849e-06	0.0001711602401290448
ENSG00000166828	1.0	0.0	52.0	111.0	4.540346980335476e-06	0.00017312003282163497
ENSG00000163491	203.0	176.0	20.0	6.0	4.618800247130323e-06	0.00017551440939095228
ENSG00000108950	17.0	6.0	176.0	297.0	4.909327957502088e-06	0.00018584385281462804
ENSG00000135116	333.0	133.0	21.0	5.0	4.9237845036525e-06	0.00018584385281462804
ENSG00000101443	12.0	25.0	304.0	569.0	5.390745945232863e-06	0.0002027861142485248
ENSG00000070159	3478.0	3062.0	589.0	363.0	5.483385102151202e-06	0.0002055810936291471
ENSG00000114638	1.0	0.0	83.0	58.0	5.682183916647562e-06	0.00021199227569113733
ENSG00000142185	27.0	128.0	0.0	0.0	5.703155892781974e-06	0.00021199227569113733
ENSG00000237289	306.0	88.0	9.0	13.0	5.711121075711283e-06	0.00021199227569113733
ENSG00000152763	1192.0	1199.0	185.0	59.0	5.751862028640237e-06	0.00021216771601897448
ENSG00000138639	410.0	339.0	53.0	53.0	5.753700773395918e-06	0.00021216771601897448
ENSG00000153071	15.0	32.0	370.0	844.0	6.057783726266077e-06	0.00022226619027807196
ENSG00000077264	23151.0	17699.0	2443.0	597.0	6.067212687340769e-06	0.00022226619027807196
ENSG00000137726	7.0	5.0	497.0	85.0	6.148026479504865e-06	0.0002244930841539073
ENSG00000166106	0.0	0.0	69.0	47.0	6.239971553427069e-06	0.0002267876975550662
ENSG00000154620	261.0	313.0	3602.0	3140.0	6.251329040545535e-06	0.0002267876975550662
ENSG00000159625	61.0	176.0	0.0	3.0	6.479094668258838e-06	0.00023429242332639218
ENSG00000184599	1050.0	124.0	15.0	1.0	6.646731613691397e-06	0.00023958154787614327
ENSG00000138587	112.0	146.0	6.0	10.0	6.694656902125802e-06	0.0002405355893359944
ENSG00000204052	67.0	64.0	2.0	2.0	6.835843997565608e-06	0.00024482367799588006
ENSG00000166510	559.0	1070.0	107.0	57.0	6.9825292580133405e-06	0.0002492807419819412
ENSG00000110002	4.0	0.0	111.0	97.0	7.0163422961557695e-06	0.0002496926893330355
ENSG00000136750	3057.0	156.0	27.0	5.0	7.181702065857122e-06	0.00025471536886388337
ENSG00000117643	16.0	2.0	1257.0	150.0	7.2029234549376475e-06	0.00025471536886388337
ENSG00000181585	370.0	189.0	38.0	30.0	7.24618229658042e-06	0.00025543931932285065
ENSG00000165795	271.0	155.0	2033.0	1948.0	7.45804710363235e-06	0.0002620837242373625
ENSG00000147394	52.0	20.0	509.0	366.0	7.596771104154962e-06	0.0002661243877424285
ENSG00000105559	0.0	0.0	108.0	33.0	7.633675030875321e-06	0.0002665594046329423
ENSG00000111816	65.0	22.0	1129.0	391.0	7.656746502391385e-06	0.0002665594046329423
ENSG00000107864	1778.0	2055.0	325.0	270.0	7.823986071698493e-06	0.00027153834013541825
ENSG00000135175	54.0	404.0	4.0	0.0	8.083399486501817e-06	0.00027967564272742397
ENSG00000164972	49.0	242.0	4.0	2.0	8.138217113291623e-06	0.00028070588873845877
ENSG00000166349	317.0	127.0	8.0	21.0	8.225315898174391e-06	0.0002827530761570184
ENSG00000180537	2005.0	502.0	126.0	37.0	8.248015691645408e-06	0.0002827530761570184
ENSG00000107187	75.0	77.0	4.0	2.0	8.33339407170965e-06	0.000284093155996402
ENSG00000163520	4.0	0.0	108.0	96.0	8.337792000251226e-06	0.000284093155996402
ENSG00000182718	98.0	25.0	1426.0	617.0	8.430627757536133e-06	0.00028638587018781834
ENSG00000149926	89.0	35.0	1.0	0.0	8.509869454291345e-06	0.000288204340128719
ENSG00000119655	95.0	44.0	623.0	1006.0	8.56716340791136e-06	0.0002885078720322509
ENSG00000163444	2975.0	2424.0	525.0	303.0	8.570305208451343e-06	0.0002885078720322509
ENSG00000155158	2567.0	895.0	248.0	200.0	8.749851095218546e-06	0.00029367015202814344
ENSG00000129538	24.0	1.0	715.0	326.0	8.802382405660328e-06	0.00029455136348493214
ENSG00000164066	741.0	373.0	92.0	69.0	9.008381816953194e-06	0.00030054750050013485
ENSG00000169064	75.0	753.0	10.0	5.0	9.075960950770188e-06	0.0003019036268787353
ENSG00000175426	206.0	29.0	2.0	0.0	9.50994900083483e-06	0.0003154039298797587
ENSG00000101276	1169.0	695.0	22.0	99.0	9.707864156627253e-06	0.00032101816281944397
ENSG00000106701	19266.0	6999.0	1497.0	406.0	9.775661118311382e-06	0.0003223092974596194
ENSG00000110777	67.0	71.0	3.0	0.0	9.946249946846541e-06	0.00032697202904442737
ENSG00000215912	90.0	38.0	1.0	1.0	1.0027770225773917e-05	0.00032734173694931297
ENSG00000145536	4.0	1.0	68.0	156.0	1.0039034705127618e-05	0.00032734173694931297
ENSG00000089472	100.0	31.0	1344.0	581.0	1.0045098796660451e-05	0.00032734173694931297
ENSG00000165061	1376.0	752.0	125.0	182.0	1.0331986094637448e-05	0.0003357146786112632
ENSG00000175664	157.0	137.0	13.0	14.0	1.0600440927364843e-05	0.0003434420312016182
ENSG00000011347	2731.0	510.0	128.0	33.0	1.0801445853161006e-05	0.0003489458444205616
ENSG00000114738	7.0	4.0	182.0	94.0	1.0980983999879357e-05	0.0003537265248237
ENSG00000072832	402.0	80.0	8.0	0.0	1.1130361335276084e-05	0.0003575110331474066
ENSG00000130540	100.0	42.0	3.0	1.0	1.1221414430610172e-05	0.0003588042508401267
ENSG00000123095	19.0	34.0	797.0	304.0	1.123463800578809e-05	0.0003588042508401267
ENSG00000155530	277.0	478.0	48.0	15.0	1.1321847166111583e-05	0.0003605622350344058
ENSG00000157388	1782.0	877.0	142.0	225.0	1.190722607160398e-05	0.0003778564772301802
ENSG00000083799	8556.0	4384.0	1140.0	587.0	1.1932309807268849e-05	0.0003778564772301802
ENSG00000260230	102.0	1019.0	16.0	8.0	1.2044301161973376e-05	0.00038032849584710294
ENSG00000241484	12.0	6.0	123.0	302.0	1.2196019831032761e-05	0.00038282329547718684
ENSG00000214814	2684.0	206.0	34.0	4.0	1.2221132589805314e-05	0.00038282329547718684
ENSG00000109906	0.0	0.0	39.0	76.0	1.22344464831112e-05	0.00038282329547718684
ENSG00000188641	44.0	12.0	1719.0	265.0	1.2259907500116867e-05	0.00038282329547718684
ENSG00000137941	1274.0	2035.0	274.0	167.0	1.2345145966410597e-05	0.00038418713656533936
ENSG00000105982	188.0	165.0	22.0	16.0	1.237212812668042e-05	0.00038418713656533936
ENSG00000188316	67.0	116.0	2.0	5.0	1.2783056193876986e-05	0.00039585099429105254
ENSG00000143891	21.0	10.0	330.0	165.0	1.2913172796518019e-05	0.00039877869710459223
ENSG00000151572	77.0	646.0	6.0	0.0	1.2977660393251688e-05	0.00039966915661635005
ENSG00000128016	501.0	431.0	3978.0	5521.0	1.397370472913704e-05	0.00042916501373596225
ENSG00000182870	40.0	47.0	0.0	0.0	1.4059193117165748e-05	0.00043027224807869923
ENSG00000100362	699.0	169.0	36.0	7.0	1.4086522305520305e-05	0.00043027224807869923
ENSG00000183715	3.0	1.0	58.0	134.0	1.4147350780941546e-05	0.0004309559843868335
ENSG00000062038	75.0	38.0	452.0	1433.0	1.4295164980726693e-05	0.0004342785892518868
ENSG00000145431	65.0	88.0	2768.0	650.0	1.4409254702028495e-05	0.00043634327035018284
ENSG00000104825	638.0	348.0	30.0	74.0	1.4440977100795526e-05	0.00043634327035018284
ENSG00000160213	24.0	18.0	213.0	380.0	1.4487976182342517e-05	0.00043658659409693445
ENSG00000171757	74.0	358.0	9.0	8.0	1.4723832779263542e-05	0.0004421769472415628
ENSG00000169760	1.0	5.0	84.0	398.0	1.476545548611887e-05	0.0004421769472415628
ENSG00000152611	342.0	306.0	35.0	53.0	1.479182472931187e-05	0.0004421769472415628
ENSG00000143036	39.0	35.0	466.0	342.0	1.4965145343870706e-05	0.00044616829602337925
ENSG00000170745	155.0	122.0	16.0	7.0	1.5027288726452067e-05	0.0004462687165920368
ENSG00000196104	59.0	109.0	2715.0	856.0	1.5048133351631572e-05	0.0004462687165920368
ENSG00000132334	47.0	40.0	411.0	507.0	1.550747552827833e-05	0.0004579106535955039
ENSG00000145198	158.0	42.0	4.0	0.0	1.5522395037135726e-05	0.0004579106535955039
ENSG00000189143	49.0	10.0	329.0	2186.0	1.5968640256382624e-05	0.0004698384705355622
ENSG00000106686	159.0	633.0	30.0	11.0	1.6242126168499244e-05	0.0004754312813162454
ENSG00000139219	1106.0	300.0	7049.0	17312.0	1.6243548683686173e-05	0.0004754312813162454
ENSG00000150457	84.0	48.0	771.0	513.0	1.6406002242910608e-05	0.00047754026717745793
ENSG00000118322	34.0	7.0	317.0	322.0	1.6412498726851444e-05	0.00047754026717745793
ENSG00000158887	2.0	1.0	111.0	51.0	1.6443402598617196e-05	0.00047754026717745793
ENSG00000167553	24.0	23.0	220.0	567.0	1.6886658937695282e-05	0.000489145857084145
ENSG00000163701	1.0	0.0	34.0	143.0	1.7459861222064173e-05	0.0005044459904622149
ENSG00000206538	2.0	1.0	55.0	104.0	1.752310902529934e-05	0.000504971856487418
ENSG00000141756	45.0	56.0	475.0	920.0	1.769737626496275e-05	0.0005086861228980319
ENSG00000129295	205.0	468.0	38.0	12.0	1.781319167343336e-05	0.0005100987562876128
ENSG00000132470	10.0	10.0	119.0	382.0	1.783753010390225e-05	0.0005100987562876128
ENSG00000144824	76.0	60.0	1182.0	486.0	1.789358403791393e-05	0.0005103996871883337
ENSG00000162746	171.0	27.0	2.0	0.0	1.812076929494282e-05	0.000515568080701292
ENSG00000182492	2.0	3.0	68.0	143.0	1.8298907891530452e-05	0.000519318373326725
ENSG00000149571	121.0	30.0	786.0	1183.0	1.8634138001048416e-05	0.0005274966843226079
ENSG00000197889	59.0	132.0	2.0	5.0	1.874768002790213e-05	0.0005293740380674632
ENSG00000186094	118.0	151.0	8.0	13.0	1.8934281253098846e-05	0.000533299730771955
ENSG00000158023	40.0	204.0	3.0	3.0	1.914388701873754e-05	0.0005378520638597689
ENSG00000163002	195.0	373.0	30.0	32.0	1.9430300129461626e-05	0.0005445341611281621
ENSG00000163082	557.0	343.0	87.0	40.0	1.959709292708351e-05	0.0005478389319516363
ENSG00000179023	0.0	0.0	34.0	78.0	1.9851583472246027e-05	0.0005535727629947213
ENSG00000147003	3.0	0.0	212.0	45.0	2.0026712768037095e-05	0.000554988405330061
ENSG00000074696	6787.0	3369.0	956.0	628.0	2.003968549099495e-05	0.000554988405330061
ENSG00000103995	181.0	376.0	34.0	23.0	2.0050874590425932e-05	0.000554988405330061
ENSG00000164185	136.0	177.0	0.0	8.0	2.0485135612697942e-05	0.0005656117493062658
ENSG00000138400	26.0	81.0	0.0	0.0	2.0556239504408437e-05	0.0005661804541631906
ENSG00000182676	72.0	34.0	1.0	0.0	2.0880014570748745e-05	0.000573688635632582
ENSG00000174527	71.0	103.0	6.0	2.0	2.0970119235927586e-05	0.000573748267278837
ENSG00000145147	130.0	19.0	2050.0	903.0	2.0984548580225084e-05	0.000573748267278837
ENSG00000101349	244.0	260.0	28.0	4.0	2.1078166577487722e-05	0.0005749057112740568
ENSG00000099953	15.0	8.0	147.0	230.0	2.120045031430281e-05	0.0005768374952022683
ENSG00000069535	0.0	5.0	219.0	113.0	2.1311560321392633e-05	0.0005784566372949429
ENSG00000142046	97.0	65.0	6.0	2.0	2.1406478173241452e-05	0.0005796295176860789
ENSG00000172638	15.0	4.0	141.0	241.0	2.1486216678074026e-05	0.0005803867203884574
ENSG00000185055	37.0	119.0	2.0	2.0	2.1606352054480403e-05	0.000582228861852705
ENSG00000139517	1762.0	648.0	212.0	115.0	2.17611109094515e-05	0.0005849929335610344
ENSG00000225968	132.0	105.0	5.0	12.0	2.2553879587118113e-05	0.000604854043472713
ENSG00000187867	341.0	72.0	8.0	0.0	2.3219212258876588e-05	0.0006212109055417817
ENSG00000125319	271.0	28.0	2.0	4.0	2.3324191690981006e-05	0.0006225337829902311
ENSG00000134240	17.0	5.0	111.0	884.0	2.3555684262330242e-05	0.0006272190512606224
ENSG00000235750	7.0	12.0	130.0	379.0	2.3727893250915768e-05	0.000628089480686369
ENSG00000204248	169.0	69.0	974.0	1288.0	2.3748670243558378e-05	0.000628089480686369
ENSG00000145244	577.0	181.0	28.0	49.0	2.3756462070563826e-05	0.000628089480686369
ENSG00000128917	73.0	22.0	0.0	0.0	2.401627145225887e-05	0.000633464477599581
ENSG00000165805	65.0	41.0	2.0	1.0	2.4126360837641318e-05	0.0006348744248590591
ENSG00000156206	53.0	240.0	3.0	6.0	2.4397788543919303e-05	0.0006405133713754926
ENSG00000026025	456.0	173.0	6582.0	2148.0	2.459123219369084e-05	0.0006440834413347531
ENSG00000109861	12.0	8.0	125.0	230.0	2.5440857613039826e-05	0.0006647832490493624
ENSG00000187783	3.0	4.0	132.0	75.0	2.5565536622634068e-05	0.0006664875942784369
ENSG00000170456	795.0	935.0	176.0	109.0	2.5828264917147336e-05	0.0006717745933206998
ENSG00000197712	64.0	31.0	501.0	395.0	2.5908417466976312e-05	0.0006722994439926029
ENSG00000082438	136.0	102.0	881.0	1378.0	2.6171824780326912e-05	0.0006775661796477244
ENSG00000149257	124.0	63.0	663.0	1548.0	2.628475174431559e-05	0.0006789218134879673
ENSG00000105649	244.0	242.0	29.0	38.0	2.6356560109469e-05	0.0006792115835106839
ENSG00000184640	55.0	32.0	327.0	750.0	2.7124487513509942e-05	0.0006973979473083634
ENSG00000147570	63.0	549.0	9.0	1.0	2.7511695681807115e-05	0.0007057348022724433
ENSG00000174099	2461.0	952.0	81.0	241.0	2.7661665325606218e-05	0.0007065974222816075
ENSG00000113140	3988.0	2120.0	23994.0	50434.0	2.767881387837378e-05	0.0007065974222816075
ENSG00000187726	102.0	358.0	19.0	10.0	2.7734421570375318e-05	0.0007065974222816075
ENSG00000148814	306.0	373.0	61.0	42.0	2.7892694809096254e-05	0.0007090183873241927
ENSG00000184584	295.0	143.0	6.0	24.0	2.820066482942951e-05	0.0007152250061943547
ENSG00000075651	1031.0	1043.0	225.0	108.0	2.8714875616134005e-05	0.0007266224732660546
ENSG00000171714	1.0	0.0	84.0	40.0	2.9216953387042405e-05	0.0007376622690737508
ENSG00000175514	50.0	28.0	0.0	0.0	2.9479103370253387e-05	0.0007426084242259336
ENSG00000144649	48.0	30.0	616.0	275.0	2.9853017788681776e-05	0.0007490703742153838
ENSG00000126247	128.0	66.0	656.0	2493.0	2.986926469886499e-05	0.0007490703742153838
ENSG00000112280	1203.0	1356.0	12437.0	14887.0	3.0072635814686307e-05	0.0007524871595594498
ENSG00000157330	22.0	164.0	1.0	0.0	3.0226657297969317e-05	0.0007546566332076527
ENSG00000075223	266.0	27.0	4193.0	2429.0	3.071252880766442e-05	0.0007650832176309292
ENSG00000171811	53.0	359.0	7.0	7.0	3.11569483373378e-05	0.0007720913404791053
ENSG00000135905	271.0	529.0	51.0	12.0	3.11708478339529e-05	0.0007720913404791053
ENSG00000185361	43.0	32.0	0.0	0.0	3.1265936553430125e-05	0.0007720913404791053
ENSG00000162643	134.0	208.0	10.0	0.0	3.1269354913248335e-05	0.0007720913404791053
ENSG00000187624	131.0	210.0	14.0	19.0	3.1438503329407504e-05	0.0007743617837411303
ENSG00000166401	287.0	30.0	5.0	3.0	3.149946238946971e-05	0.0007743617837411303
ENSG00000103351	553.0	445.0	107.0	71.0	3.2131447867648744e-05	0.0007872808382902633
ENSG00000169432	2.0	0.0	144.0	37.0	3.216544370534706e-05	0.0007872808382902633
ENSG00000165449	2.0	1.0	44.0	120.0	3.3228971090074667e-05	0.0008115397950321068
ENSG00000163864	199.0	88.0	7.0	15.0	3.3367828400056784e-05	0.0008131594703579055
ENSG00000088756	23.0	15.0	211.0	247.0	3.36874663409305e-05	0.0008191681077696984
ENSG00000151914	3686.0	2470.0	685.0	464.0	3.453296279932831e-05	0.0008379102012564293
ENSG00000095777	5661.0	464.0	72.0	5.0	3.472757092647493e-05	0.0008408122464055809
ENSG00000132386	22.0	18.0	208.0	280.0	3.529606793644139e-05	0.0008503657050456844
ENSG00000167207	45.0	58.0	2.0	1.0	3.532245173642741e-05	0.0008503657050456844
ENSG00000182175	85.0	70.0	1054.0	521.0	3.534972511608287e-05	0.0008503657050456844
ENSG00000151615	40.0	33.0	0.0	0.0	3.55794902309882e-05	0.0008540601402342136
ENSG00000056487	97.0	33.0	1.0	2.0	3.651763233183044e-05	0.0008735384088330941
ENSG00000186417	84.0	30.0	1.0	1.0	3.654678980755764e-05	0.0008735384088330941
ENSG00000138944	217.0	351.0	9.0	34.0	3.7010101782914135e-05	0.0008827302999712072
ENSG00000250722	81.0	138.0	1669.0	1045.0	3.716409646269965e-05	0.0008845212767449322
ENSG00000175215	100.0	103.0	742.0	1696.0	3.742813833073916e-05	0.0008889182853550551
ENSG00000147655	34.0	8.0	3165.0	162.0	3.751631706449191e-05	0.0008891287828603684
ENSG00000078596	50.0	61.0	3451.0	387.0	3.8041327333990815e-05	0.0008980535418805144
ENSG00000165905	26.0	14.0	173.0	401.0	3.805311618137773e-05	0.0008980535418805144
ENSG00000213853	4.0	1.0	119.0	57.0	3.834853776679396e-05	0.0009031241772389922
ENSG00000183783	4.0	0.0	575.0	37.0	3.900637172032324e-05	0.000916690622609693
ENSG00000168461	16.0	24.0	203.0	489.0	3.9203589343421155e-05	0.0009193979843927848
ENSG00000100060	227.0	121.0	4.0	18.0	3.9459958847900516e-05	0.0009220355507026918
ENSG00000170788	32.0	136.0	2.0	0.0	3.9480558816885996e-05	0.0009220355507026918
ENSG00000147202	96.0	79.0	1275.0	561.0	3.963418248311893e-05	0.0009236989306356823
ENSG00000124205	9.0	32.0	709.0	314.0	4.014957782147814e-05	0.0009337692269269087
ENSG00000155660	457.0	264.0	3690.0	2300.0	4.025446310084078e-05	0.0009342702512638203
ENSG00000183690	469.0	1045.0	106.0	90.0	4.066145783349923e-05	0.0009417664097386909
ENSG00000258052	756.0	640.0	159.0	84.0	4.0935954963798245e-05	0.0009461691858642852
ENSG00000120051	36.0	109.0	3.0	1.0	4.112579221255849e-05	0.0009486010919810302
ENSG00000163431	815.0	233.0	64.0	69.0	4.2736052649458454e-05	0.000983718994251395
ENSG00000151023	392.0	632.0	93.0	40.0	4.308664048332603e-05	0.0009897566389714854
ENSG00000157227	133.0	90.0	875.0	923.0	4.365006180783745e-05	0.0010006486561673984
ENSG00000168056	53.0	21.0	265.0	935.0	4.3830634535793814e-05	0.001002737577849487
ENSG00000164741	11.0	2.0	195.0	97.0	4.4006397182590574e-05	0.0010045667871468541
ENSG00000102003	334.0	44.0	4.0	9.0	4.408981795506264e-05	0.0010045667871468541
ENSG00000169439	766.0	412.0	4057.0	6837.0	4.4650501360654674e-05	0.0010152781343873
ENSG00000123384	33.0	15.0	173.0	773.0	4.495362827128891e-05	0.0010188380323324837
ENSG00000129596	277.0	230.0	3359.0	1522.0	4.501824846244007e-05	0.0010188380323324837
ENSG00000204815	155.0	156.0	23.0	14.0	4.507972025306975e-05	0.0010188380323324837
ENSG00000162437	1229.0	534.0	181.0	113.0	4.558043702214343e-05	0.0010261392581822322
ENSG00000135269	80.0	49.0	559.0	511.0	4.558584750889845e-05	0.0010261392581822322
ENSG00000154265	2418.0	2834.0	586.0	332.0	4.629272934420996e-05	0.0010385963400512401
ENSG00000205129	411.0	307.0	78.0	50.0	4.632454683547011e-05	0.0010385963400512401
ENSG00000133958	270.0	58.0	8.0	12.0	4.785929969467186e-05	0.0010708637716113204
ENSG00000169604	39.0	94.0	1502.0	735.0	4.921963746209236e-05	0.001097361683261325
ENSG00000082781	5.0	3.0	59.0	199.0	4.9239333334562576e-05	0.001097361683261325
ENSG00000165985	13.0	10.0	441.0	94.0	4.997600882718838e-05	0.0011115695614142495
ENSG00000169744	42.0	5.0	1595.0	242.0	5.019539704547899e-05	0.001114238417583801
ENSG00000065320	27.0	16.0	140.0	2516.0	5.0648370220345354e-05	0.0011220716011266234
ENSG00000122786	107.0	125.0	859.0	1767.0	5.079650766856392e-05	0.0011231338283325474
ENSG00000137409	78.0	42.0	393.0	1110.0	5.113238243496513e-05	0.0011283346596377146
ENSG00000184697	247.0	152.0	1253.0	2437.0	5.159444667908091e-05	0.0011362941989636484
ENSG00000166710	33.0	81.0	768.0	985.0	5.207666389057565e-05	0.0011446654945359864
ENSG00000145012	295.0	207.0	1853.0	1935.0	5.24924215571041e-05	0.0011515460776030078
ENSG00000140848	0.0	0.0	58.0	30.0	5.3012304349807583e-05	0.0011587672945215567
ENSG00000136143	2807.0	1601.0	521.0	319.0	5.302833381708819e-05	0.0011587672945215567
ENSG00000187955	52.0	50.0	334.0	4135.0	5.317206954624275e-05	0.0011596476646174732
ENSG00000006576	2422.0	2009.0	497.0	168.0	5.498369238429457e-05	0.0011968294983066838
ENSG00000184916	320.0	215.0	12.0	41.0	5.600391393251714e-05	0.0012166741767122425
ENSG00000145075	3627.0	3914.0	469.0	61.0	5.658642180417421e-05	0.0012269512348642027
ENSG00000168309	444.0	229.0	3619.0	2004.0	5.678141347848617e-05	0.0012288024036560424
ENSG00000115423	156.0	1048.0	41.0	20.0	5.723135381760417e-05	0.001236153133517038
ENSG00000091482	1861.0	1635.0	92.0	3.0	5.791204104676414e-05	0.0012484499617965886
ENSG00000137817	620.0	616.0	143.0	75.0	5.810607929705038e-05	0.0012502286927445964
ENSG00000163975	10.0	29.0	286.0	465.0	5.8777896193388756e-05	0.0012622609508197086
ENSG00000134343	1482.0	1532.0	183.0	21.0	5.912398713582358e-05	0.0012672655751292206
ENSG00000053918	3.0	3.0	52.0	165.0	6.19745789250022e-05	0.0013258302094451807
ENSG00000047662	50.0	27.0	1130.0	223.0	6.228475333164949e-05	0.0013299277806624586
ENSG00000187240	3540.0	3186.0	806.0	513.0	6.300324946850372e-05	0.00134271183753218
ENSG00000100399	14.0	13.0	103.0	674.0	6.355279808142015e-05	0.0013480420377013566
ENSG00000177464	296.0	94.0	14.0	23.0	6.355799983370316e-05	0.0013480420377013566
ENSG00000151136	1205.0	750.0	230.0	166.0	6.361411578447972e-05	0.0013480420377013566
ENSG00000089101	165.0	157.0	24.0	7.0	6.413490189347882e-05	0.001356513679671505
ENSG00000285526	3.0	0.0	44.0	137.0	6.518617587532969e-05	0.0013750456568061204
ENSG00000075426	258.0	122.0	1123.0	3509.0	6.525640405181588e-05	0.0013750456568061204
ENSG00000080854	8.0	9.0	97.0	257.0	6.593321846071258e-05	0.0013852865196765662
ENSG00000180616	67.0	31.0	2.0	1.0	6.598956302473562e-05	0.0013852865196765662
ENSG00000171951	65.0	19.0	6326.0	238.0	6.698092595042976e-05	0.0014012724215281488
ENSG00000128918	25.0	5.0	122.0	1208.0	6.707758261287214e-05	0.0014012724215281488
ENSG00000273802	386.0	171.0	50.0	38.0	6.719023815894933e-05	0.0014012724215281488
ENSG00000163694	188.0	115.0	2084.0	832.0	6.725107607334024e-05	0.0014012724215281488
ENSG00000123892	0.0	0.0	26.0	68.0	6.79091450348904e-05	0.0014123590275345482
ENSG00000119508	441.0	309.0	2297.0	4760.0	6.97589814755621e-05	0.0014481447821130576
ENSG00000156140	2.0	3.0	149.0	47.0	7.099616148078107e-05	0.001471103456930787
ENSG00000112530	233.0	439.0	58.0	34.0	7.13773117027435e-05	0.0014762724431508388
ENSG00000162877	5.0	4.0	169.0	59.0	7.162559666031418e-05	0.0014786794448657862
ENSG00000198885	18.0	8.0	227.0	129.0	7.238788042107228e-05	0.0014847477615591118
ENSG00000184304	42.0	19.0	279.0	295.0	7.239086333849456e-05	0.0014847477615591118
