ensgeneid	sym	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSMUSG00000006763	Saal1	28	13	80	29
ENSMUSG00000008384	Sertad1	6	2	14	80
ENSMUSG00000019295	Tmem129	19	13	55	80
ENSMUSG00000021056	Tex21	2	0	80	0
ENSMUSG00000023015	Racgap1	32	37	6	80
ENSMUSG00000024830	Rps6kb2	38	10	60	80
ENSMUSG00000026806	Ddx31	80	29	14	18
ENSMUSG00000027602	Map1lc3a	15	9	38	80
ENSMUSG00000028636	Ppcs	27	66	80	28
ENSMUSG00000031851	Ntpcr	23	27	80	59
ENSMUSG00000034427	Myo15b	2	80	2	7
ENSMUSG00000038064	Cldn22	3	1	5	80
ENSMUSG00000043162	Pigy	80	58	37	45
ENSMUSG00000043458	Pcdhb12	14	19	80	51
ENSMUSG00000047473	Zfp30	48	40	80	45
ENSMUSG00000055978	Fut2	23	9	74	80
ENSMUSG00000061759	1700052N19Rik	49	53	80	61
ENSMUSG00000063245	Gm13248	80	49	35	20
ENSMUSG00000074240	Cib3	0	80	2	4
ENSMUSG00000083557	Gm6877	44	49	31	80
ENSMUSG00000090387	Gm17056	12	29	69	80
ENSMUSG00000091058	Gm17538	39	31	29	80
ENSMUSG00000092094	Zfp804b	7	3	80	4
ENSMUSG00000005949	Ctns	46	57	81	72
ENSMUSG00000020346	Mgat1	81	23	25	69
ENSMUSG00000020537	Drg2	15	21	50	81
ENSMUSG00000020604	Arsg	3	2	36	81
ENSMUSG00000020814	Mxra7	5	7	6	81
ENSMUSG00000020832	Eral1	55	16	81	45
ENSMUSG00000024532	1700034E13Rik	19	81	0	1
ENSMUSG00000024645	1700034H14Rik	59	66	81	77
ENSMUSG00000025762	Larp1b	81	21	14	20
ENSMUSG00000025963	Mdh1b	26	81	0	0
ENSMUSG00000026035	Ppil3	81	40	63	52
ENSMUSG00000027509	Rae1	52	53	46	81
ENSMUSG00000028101	Pias3	37	8	60	81
ENSMUSG00000028779	Pef1	10	29	33	81
ENSMUSG00000029910	Mad2l1	4	3	45	81
ENSMUSG00000031848	Lsm4	21	37	26	81
ENSMUSG00000032038	St3gal4	4	3	40	81
ENSMUSG00000032735	Ablim3	36	81	58	36
ENSMUSG00000032812	Arap1	26	15	43	81
ENSMUSG00000034145	Tmem63c	7	81	0	0
ENSMUSG00000034595	Ppp1r18	4	0	12	81
ENSMUSG00000034825	Nrip3	39	81	19	15
ENSMUSG00000036270	Edc4	69	29	43	81
ENSMUSG00000036661	Dennd3	24	13	47	81
ENSMUSG00000039313	AF529169	0	3	81	1
ENSMUSG00000039648	Ccbl1	43	15	15	81
ENSMUSG00000040591	1110051M20Rik	44	38	28	81
ENSMUSG00000042256	3110082D06Rik	5	64	10	81
ENSMUSG00000045106	Ccdc73	81	62	35	19
ENSMUSG00000046688	Tifa	12	62	4	81
ENSMUSG00000054850	Ncrna00086	37	6	81	58
ENSMUSG00000060923	Acyp2	58	42	81	74
ENSMUSG00000062846	Gm14176	58	37	58	81
ENSMUSG00000063434	Sorcs3	10	1	36	81
ENSMUSG00000067626	na	81	18	55	14
ENSMUSG00000081359	Gm15683	54	31	81	16
ENSMUSG00000083692	Gm9575	19	81	4	74
ENSMUSG00000085266	na	81	6	1	2
ENSMUSG00000086542	Gm13782	0	81	24	44
ENSMUSG00000086914	Gm16124	69	81	69	32
ENSMUSG00000092607	Scnm1-ps	49	39	81	80
ENSMUSG00000001285	Myg1	51	22	23	82
ENSMUSG00000004567	Mcoln1	66	63	48	82
ENSMUSG00000017765	Slc12a4	1	0	28	82
ENSMUSG00000019888	Mgat4c	82	2	0	16
ENSMUSG00000020230	Prmt2	18	12	72	82
ENSMUSG00000020830	Vmo1	0	0	82	67
ENSMUSG00000021420	Fars2	9	19	44	82
ENSMUSG00000022562	Oplah	8	6	24	82
ENSMUSG00000026649	1700009P17Rik	25	82	2	2
ENSMUSG00000027488	Snta1	7	5	24	82
ENSMUSG00000028795	Ccdc28b	67	82	22	49
ENSMUSG00000029098	Acox3	58	53	77	82
ENSMUSG00000032396	Dis3l	82	82	39	75
ENSMUSG00000032968	Inha	30	27	46	82
ENSMUSG00000038000	Acd	52	39	47	82
ENSMUSG00000038604	Fam65a	18	11	63	82
ENSMUSG00000039747	Orai2	82	52	17	14
ENSMUSG00000042489	Clspn	5	82	7	12
ENSMUSG00000043257	Pigv	36	19	82	55
ENSMUSG00000043987	Cep164	28	48	68	82
ENSMUSG00000044566	Cage1	29	13	82	34
ENSMUSG00000048371	Pdp2	44	57	74	82
ENSMUSG00000048439	Nupl2	82	73	30	44
ENSMUSG00000052566	Hook2	82	15	49	43
ENSMUSG00000053040	Aph1c	82	12	73	65
ENSMUSG00000060336	Zfp937	10	5	82	19
ENSMUSG00000072723	Gm10044	43	82	30	16
ENSMUSG00000073982	Rhog	13	11	43	82
ENSMUSG00000079225	Gm9531	6	82	6	72
ENSMUSG00000083337	Gm11539	14	19	26	82
ENSMUSG00000086294	na	82	52	31	16
ENSMUSG00000088445	na	59	82	3	13
ENSMUSG00000089417	na	46	50	82	25
ENSMUSG00000000296	Tpd52l1	52	1	66	83
ENSMUSG00000006576	Slc4a3	43	8	17	83
ENSMUSG00000007783	Cpt1c	16	8	20	83
ENSMUSG00000007950	Abhd8	34	24	13	83
ENSMUSG00000011658	Fuz	37	25	45	83
ENSMUSG00000019564	Arid3a	32	19	83	80
ENSMUSG00000020802	Ube2o	79	41	32	83
ENSMUSG00000020868	Xylt2	23	4	26	83
ENSMUSG00000022516	Nudt16l1	81	49	73	83
ENSMUSG00000023999	Kif6	52	83	9	16
ENSMUSG00000024911	Fibp	30	13	50	83
ENSMUSG00000025533	Asl	27	19	46	83
ENSMUSG00000025586	Cpeb1	83	77	9	28
ENSMUSG00000026274	Pask	66	83	24	39
ENSMUSG00000028800	Hdac1	35	33	37	83
ENSMUSG00000030235	Slco1c1	1	1	2	83
ENSMUSG00000034274	Thoc5	83	55	64	65
ENSMUSG00000037996	Slc24a2	16	75	1	83
ENSMUSG00000039148	Sart1	76	35	34	83
ENSMUSG00000039208	Metrnl	1	10	66	83
ENSMUSG00000039637	Coro7	55	22	39	83
ENSMUSG00000039737	Prkrip1	30	31	83	51
ENSMUSG00000040253	Gbp7	12	83	63	71
ENSMUSG00000040724	Kcna2	29	20	82	83
ENSMUSG00000043857	Mgat5b	83	55	0	4
ENSMUSG00000044894	Uqcrq	26	16	53	83
ENSMUSG00000045838	A430105I19Rik	83	29	26	11
ENSMUSG00000049436	Upk1b	1	0	83	58
ENSMUSG00000055835	Zfp1	79	64	70	83
ENSMUSG00000058709	Egln2	48	3	32	83
ENSMUSG00000067878	Mtap7d3	15	3	83	11
ENSMUSG00000068290	Ddrgk1	71	56	57	83
ENSMUSG00000069184	Zfp72	28	24	83	19
ENSMUSG00000071037	1700106N22Rik	83	24	31	22
ENSMUSG00000082100	Glns-ps1	0	2	3	83
ENSMUSG00000089670	Gm16581	25	40	17	83
ENSMUSG00000090673	Gm340	81	53	41	83
ENSMUSG00000001918	Slc1a5	23	84	2	15
ENSMUSG00000002020	Ltbp2	7	5	40	84
ENSMUSG00000004110	Cacna1e	84	31	10	2
ENSMUSG00000005045	Chd5	6	84	0	2
ENSMUSG00000006526	Tmem110	43	21	71	84
ENSMUSG00000019437	Tlcd1	84	22	51	52
ENSMUSG00000019715	Gle1	47	63	47	84
ENSMUSG00000019945	1700040L02Rik	14	51	65	84
ENSMUSG00000022013	Dnajc15	84	69	62	70
ENSMUSG00000022131	Gpr180	51	56	75	84
ENSMUSG00000022193	Psmb5	11	12	7	84
ENSMUSG00000025357	Dgka	34	22	34	84
ENSMUSG00000025747	Tyms	60	41	59	84
ENSMUSG00000025991	Cps1	7	1	84	15
ENSMUSG00000026579	F5	1	84	9	12
ENSMUSG00000029463	1500011H22Rik	50	84	20	33
ENSMUSG00000031485	Prosc	73	47	39	84
ENSMUSG00000032342	Mto1	74	54	84	59
ENSMUSG00000032459	Mrps22	84	37	76	42
ENSMUSG00000033294	Noc4l	36	37	33	84
ENSMUSG00000034271	Jdp2	4	8	35	84
ENSMUSG00000034616	Ssh3	5	11	18	84
ENSMUSG00000034799	Unc13a	84	57	0	14
ENSMUSG00000035953	Tmem55b	51	18	84	75
ENSMUSG00000037296	Lsm1	29	13	84	79
ENSMUSG00000037344	Slc12a9	29	18	36	84
ENSMUSG00000038351	Sgsm2	84	56	57	76
ENSMUSG00000039183	Nubp2	38	16	42	84
ENSMUSG00000039309	na	15	84	0	0
ENSMUSG00000042660	Wdr55	40	14	84	43
ENSMUSG00000044968	Napepld	71	21	84	63
ENSMUSG00000045980	Tmem104	17	14	25	84
ENSMUSG00000046167	Gldn	84	30	1	1
ENSMUSG00000047719	Ubiad1	23	37	31	84
ENSMUSG00000049957	Ccdc137	49	17	34	84
ENSMUSG00000051786	Tubgcp6	24	10	40	84
ENSMUSG00000055489	Ano5	1	0	84	40
ENSMUSG00000055541	Lair1	35	47	84	58
ENSMUSG00000055560	Zfp459	30	19	84	7
ENSMUSG00000057982	Zfp809	41	61	84	80
ENSMUSG00000063694	Cycs	84	21	32	24
ENSMUSG00000085793	Lin52	59	64	84	28
ENSMUSG00000086725	A630052C17Rik	84	47	22	31
ENSMUSG00000091680	Klhdc7b	84	5	0	0
ENSMUSG00000092390	Gm20541	13	11	84	2
ENSMUSG00000000385	Tmprss2	27	8	58	85
ENSMUSG00000006906	Stambp	67	54	85	69
ENSMUSG00000015094	Npdc1	42	34	22	85
ENSMUSG00000019763	Rmnd1	85	44	61	54
ENSMUSG00000024902	Mrpl11	25	9	51	85
ENSMUSG00000026870	D730039F16Rik	2	3	6	85
ENSMUSG00000027384	2310003L22Rik	61	46	82	85
ENSMUSG00000027478	Dnmt3b	25	21	85	82
ENSMUSG00000028898	Trnau1ap	42	11	64	85
ENSMUSG00000033845	Mrpl15	85	56	72	42
ENSMUSG00000035027	Map2k2	42	23	29	85
ENSMUSG00000036748	Cuedc2	46	21	74	85
ENSMUSG00000037469	C330005M16Rik	0	4	25	85
ENSMUSG00000038225	Ccdc111	62	24	85	55
ENSMUSG00000038279	Nop2	64	32	50	85
ENSMUSG00000038331	Satb2	85	22	21	10
ENSMUSG00000040048	Ndufb10	38	26	57	85
ENSMUSG00000041319	Thoc6	74	44	48	85
ENSMUSG00000044231	Nhlrc1	85	20	15	15
ENSMUSG00000047260	Tmem93	72	44	47	85
ENSMUSG00000050855	Zfp940	45	46	85	50
ENSMUSG00000052962	Mrpl35	74	85	78	31
ENSMUSG00000053329	D10Jhu81e	27	16	85	26
ENSMUSG00000055228	Zfp935	19	29	85	31
ENSMUSG00000055900	Tmem69	25	18	85	32
ENSMUSG00000056214	Pard6g	85	15	81	72
ENSMUSG00000057719	Sh3rf2	33	0	20	85
ENSMUSG00000060279	Ap2a1	39	25	38	85
ENSMUSG00000073411	H2-D1	9	35	14	85
ENSMUSG00000075302	4933404M02Rik	19	85	7	10
ENSMUSG00000084284	Tpt1-ps6	12	2	85	5
ENSMUSG00000090846	na	48	17	85	74
ENSMUSG00000004849	Ap1s1	44	27	43	86
ENSMUSG00000005148	Klf5	26	26	20	86
ENSMUSG00000007603	Dus3l	71	53	74	86
ENSMUSG00000020109	Dnajb12	79	15	50	86
ENSMUSG00000024193	Phf1	59	28	35	86
ENSMUSG00000025194	Abcc2	20	86	0	8
ENSMUSG00000025484	Bet1l	16	14	24	86
ENSMUSG00000025821	Zfp282	86	45	53	76
ENSMUSG00000025869	Nop16	26	28	33	86
ENSMUSG00000026707	Nsun6	46	52	86	50
ENSMUSG00000027637	1110008F13Rik	86	65	48	83
ENSMUSG00000028479	Gne	52	68	63	86
ENSMUSG00000028582	Cc2d1b	77	72	53	86
ENSMUSG00000030110	Ret	0	0	3	86
ENSMUSG00000032112	Trappc4	72	79	71	86
ENSMUSG00000033730	Egr3	7	0	5	86
ENSMUSG00000041241	Mul1	30	36	50	86
ENSMUSG00000041375	Ccdc9	38	11	23	86
ENSMUSG00000042340	Ctf1	48	36	86	78
ENSMUSG00000044465	Fam160a2	56	48	32	86
ENSMUSG00000045345	9530056K15Rik	86	83	1	11
ENSMUSG00000046532	Ar	0	0	86	6
ENSMUSG00000047342	Zfp286	61	38	86	51
ENSMUSG00000047617	BC029214	8	4	16	86
ENSMUSG00000047880	Cxcr5	23	4	86	45
ENSMUSG00000048440	Cyp4f16	32	86	38	50
ENSMUSG00000050628	Fam100b	86	36	75	36
ENSMUSG00000055128	Cgrrf1	68	86	79	85
ENSMUSG00000057130	Txnl4a	86	28	45	61
ENSMUSG00000060098	Prmt7	59	86	42	84
ENSMUSG00000063011	Msln	3	6	6	86
ENSMUSG00000071547	Nt5dc2	12	12	30	86
ENSMUSG00000079003	Samd1	26	8	36	86
ENSMUSG00000085622	3110056K07Rik	86	24	40	52
ENSMUSG00000090698	Apold1	68	13	86	8
ENSMUSG00000002329	Mdp1	87	75	87	48
ENSMUSG00000005237	Dnahc2	21	87	15	21
ENSMUSG00000007038	Neu1	34	22	46	87
ENSMUSG00000007050	Lsm2	55	19	87	69
ENSMUSG00000007379	Dennd2c	12	9	87	36
ENSMUSG00000008167	Fbxw9	70	62	73	87
ENSMUSG00000011832	Evi5l	32	15	71	87
ENSMUSG00000013495	Tmem175	32	22	50	87
ENSMUSG00000015790	Surf1	25	47	87	70
ENSMUSG00000015889	Lta4h	87	22	64	69
ENSMUSG00000020919	Stat5b	15	34	64	87
ENSMUSG00000022544	Fam86	24	16	87	64
ENSMUSG00000022999	Lmbr1l	14	40	18	87
ENSMUSG00000026708	Cenpl	30	36	58	87
ENSMUSG00000026784	Pdss1	87	30	44	33
ENSMUSG00000027305	Ndufaf1	87	59	71	58
ENSMUSG00000028167	Bdh2	16	2	55	87
ENSMUSG00000029475	Kdm2b	59	49	33	87
ENSMUSG00000031736	4933436C20Rik	37	18	87	30
ENSMUSG00000034303	Ccdc15	30	23	64	87
ENSMUSG00000036372	1810006K21Rik	30	11	87	72
ENSMUSG00000037463	Fbxo27	84	60	87	62
ENSMUSG00000038068	Rnf144b	17	15	87	29
ENSMUSG00000039130	Zc3hc1	87	26	33	38
ENSMUSG00000041777	Cir1	51	87	67	42
ENSMUSG00000043259	Fam13c	12	87	0	9
ENSMUSG00000048222	Mfap1b	80	87	53	50
ENSMUSG00000048916	Gm5540	5	6	36	87
ENSMUSG00000055313	Pgbd1	70	87	76	28
ENSMUSG00000057069	Ero1lb	16	54	51	87
ENSMUSG00000057649	Brd9	78	67	85	87
ENSMUSG00000059187	Fam19a1	12	5	63	87
ENSMUSG00000059714	Flot1	11	4	32	87
ENSMUSG00000061079	Zfp143	87	47	32	48
ENSMUSG00000062542	Syt9	0	2	87	40
ENSMUSG00000067189	Gm7335	64	87	71	64
ENSMUSG00000070527	Mkrn3	87	33	65	10
ENSMUSG00000078863	na	58	62	87	47
ENSMUSG00000084159	Gm12696	27	32	28	87
ENSMUSG00000086787	na	87	43	39	12
ENSMUSG00000087130	na	11	8	87	26
ENSMUSG00000003808	Farsa	88	36	78	79
ENSMUSG00000007867	1700019E19Rik	61	82	70	88
ENSMUSG00000009563	Tor2a	26	3	24	88
ENSMUSG00000016495	5033414D02Rik	70	45	53	88
ENSMUSG00000018378	Cuedc1	48	23	21	88
ENSMUSG00000021047	Nova1	55	56	88	32
ENSMUSG00000024369	Rdbp	54	88	62	71
ENSMUSG00000028295	1810030N24Rik	88	52	77	47
ENSMUSG00000028841	Cnksr1	11	1	27	88
ENSMUSG00000028923	Necap2	26	32	50	88
ENSMUSG00000028969	Cdk5	88	45	77	68
ENSMUSG00000029404	Arl6ip4	43	34	41	88
ENSMUSG00000032285	Dnaja4	88	87	37	46
ENSMUSG00000033373	Fntb	27	15	32	88
ENSMUSG00000034161	Scx	4	2	9	88
ENSMUSG00000038705	Gmeb2	33	35	65	88
ENSMUSG00000039253	Fn3krp	61	49	34	88
ENSMUSG00000041945	Mfsd9	88	34	31	9
ENSMUSG00000044499	Hs3st5	1	22	88	31
ENSMUSG00000049420	Tmem200a	88	73	30	14
ENSMUSG00000050323	2310030N02Rik	88	47	16	17
ENSMUSG00000051341	Zfp52	20	14	88	66
ENSMUSG00000051768	Xrcc1	48	55	26	88
ENSMUSG00000052117	D630039A03Rik	15	21	66	88
ENSMUSG00000052125	F730043M19Rik	18	88	1	1
ENSMUSG00000052221	Ppp1r36	31	28	88	11
ENSMUSG00000052406	Rexo4	88	49	68	85
ENSMUSG00000058351	2010107H07Rik	27	28	88	39
ENSMUSG00000058794	Nfe2	1	10	15	88
ENSMUSG00000070002	Ell	42	47	41	88
ENSMUSG00000071748	Gm14698	47	38	88	35
ENSMUSG00000075268	Gm10819	1	3	11	88
ENSMUSG00000080717	B230307C23Rik	41	4	88	10
ENSMUSG00000085894	Gm15832	12	41	3	88
ENSMUSG00000091625	Lsm5	78	88	86	51
ENSMUSG00000002147	Stat6	37	11	54	89
ENSMUSG00000014329	Bicc1	7	22	89	53
ENSMUSG00000021714	Cenpk	24	26	89	58
ENSMUSG00000022561	Gpaa1	11	10	10	89
ENSMUSG00000022773	Ypel1	89	13	49	60
ENSMUSG00000022787	Wdr53	42	35	41	89
ENSMUSG00000023033	Scn8a	89	33	14	20
ENSMUSG00000024220	Zfp523	55	69	65	89
ENSMUSG00000024524	Gnal	76	63	89	76
ENSMUSG00000024769	Cdc42bpg	31	23	45	89
ENSMUSG00000025082	Vwa2	13	6	89	81
ENSMUSG00000027500	Stmn2	28	1	89	0
ENSMUSG00000028033	Kcnq5	2	0	89	23
ENSMUSG00000030889	Vwa3a	20	89	2	4
ENSMUSG00000031791	Tmem38a	60	12	45	89
ENSMUSG00000034587	8430429K09Rik	89	62	40	33
ENSMUSG00000034906	Ncaph	17	17	89	67
ENSMUSG00000035342	Lzts2	4	3	3	89
ENSMUSG00000037784	Dzip1l	80	89	28	52
ENSMUSG00000038910	Plcl2	77	89	52	55
ENSMUSG00000040936	Ulk4	32	89	3	14
ENSMUSG00000041840	Haus1	39	30	55	89
ENSMUSG00000042165	Gm9774	5	34	5	89
ENSMUSG00000044986	Tst	9	7	19	89
ENSMUSG00000055745	Ldoc1l	72	77	26	89
ENSMUSG00000055945	Prr18	42	89	26	22
ENSMUSG00000058966	Fam57b	89	35	1	0
ENSMUSG00000067847	Romo1	51	71	49	89
ENSMUSG00000070426	Rnf121	79	39	84	89
ENSMUSG00000072572	Slc39a2	89	3	3	3
ENSMUSG00000074140	Zfp319	35	33	57	89
ENSMUSG00000075569	Rsph10b2	40	89	13	7
ENSMUSG00000078184	B020018G12Rik	34	38	89	55
ENSMUSG00000091985	Gm17354	89	39	77	42
ENSMUSG00000001995	Sipa1l2	29	61	51	90
ENSMUSG00000003848	Nob1	90	53	60	27
ENSMUSG00000005069	Pex5	90	59	66	84
ENSMUSG00000012117	Dhdds	41	34	77	90
ENSMUSG00000018882	Mrpl45	28	90	67	49
ENSMUSG00000019297	2610027L16Rik	68	50	63	90
ENSMUSG00000019822	Smpd2	20	7	33	90
ENSMUSG00000021368	Tbc1d7	31	38	38	90
ENSMUSG00000023942	Slc29a1	89	23	90	25
ENSMUSG00000024776	Stambpl1	27	9	44	90
ENSMUSG00000028541	B4galt2	21	20	67	90
ENSMUSG00000030725	Lipt2	90	27	44	13
ENSMUSG00000030748	Il4ra	3	1	32	90
ENSMUSG00000030763	Lcmt1	22	25	87	90
ENSMUSG00000031698	Mylk3	1	0	1	90
ENSMUSG00000034875	Nudt19	18	16	90	74
ENSMUSG00000036398	Ppp1r11	62	35	90	62
ENSMUSG00000036615	Rfxap	76	48	42	90
ENSMUSG00000037001	Zfp39	73	47	90	17
ENSMUSG00000037960	1110007C09Rik	24	48	67	90
ENSMUSG00000039983	Ccdc32	36	21	90	47
ENSMUSG00000040276	Pacsin1	90	41	5	23
ENSMUSG00000040327	Cul9	45	40	35	90
ENSMUSG00000040770	Il25	90	10	11	3
ENSMUSG00000041794	Myrip	0	3	14	90
ENSMUSG00000042569	Dhrs7b	90	10	89	54
ENSMUSG00000042747	Krtcap2	38	6	73	90
ENSMUSG00000042962	Gm5436	19	24	21	90
ENSMUSG00000046637	Ttc34	90	38	1	1
ENSMUSG00000051232	Tmem199	90	72	39	27
ENSMUSG00000051727	Kctd14	4	1	55	90
ENSMUSG00000052423	B4galt3	59	31	44	90
ENSMUSG00000057262	Gm10020	1	10	0	90
ENSMUSG00000057886	Gm6984	13	12	17	90
ENSMUSG00000076435	Acsf2	5	15	28	90
ENSMUSG00000079038	D130040H23Rik	7	45	90	21
ENSMUSG00000079283	2310009B15Rik	90	75	51	33
ENSMUSG00000080836	Gm6444	11	51	25	90
ENSMUSG00000089922	3110039M20Rik	88	13	90	7
ENSMUSG00000090828	Sox2ot	90	71	36	56
ENSMUSG00000001569	Nom1	76	40	91	71
ENSMUSG00000006589	Aprt	40	31	69	91
ENSMUSG00000019518	Ap4m1	91	29	31	34
ENSMUSG00000020599	Rgs9	4	19	64	91
ENSMUSG00000020695	Mrc2	2	4	34	91
ENSMUSG00000020778	2310004N24Rik	49	12	91	37
ENSMUSG00000020910	2310004I24Rik	91	35	36	37
ENSMUSG00000021108	Prkch	17	0	91	38
ENSMUSG00000022130	Tgds	88	8	91	44
ENSMUSG00000023277	Twf2	62	91	2	20
ENSMUSG00000024201	Kdm4b	77	37	14	91
ENSMUSG00000024274	Zscan30	49	91	41	21
ENSMUSG00000024528	Srfbp1	91	28	51	34
ENSMUSG00000024798	Htr7	1	6	48	91
ENSMUSG00000025047	Pdcd11	48	54	40	91
ENSMUSG00000025905	Oprk1	2	2	91	2
ENSMUSG00000028179	Cth	19	2	91	10
ENSMUSG00000028247	Coq3	91	54	31	27
ENSMUSG00000028982	Slc25a33	72	35	91	84
ENSMUSG00000029012	Orc5	91	49	89	64
ENSMUSG00000030750	Nsmce1	48	21	28	91
ENSMUSG00000031807	Pgls	12	34	11	91
ENSMUSG00000035629	1700021K19Rik	68	39	70	91
ENSMUSG00000036002	B230312A22Rik	24	26	61	91
ENSMUSG00000037536	Fbxo34	68	57	91	67
ENSMUSG00000041782	Lad1	17	0	57	91
ENSMUSG00000045503	Sys1	53	67	44	91
ENSMUSG00000046417	BC046404	52	45	55	91
ENSMUSG00000046658	Zfp316	58	17	91	84
ENSMUSG00000046909	1110002N22Rik	91	47	33	31
ENSMUSG00000046997	Spsb4	66	91	20	29
ENSMUSG00000047033	Pcdhb15	11	15	91	32
ENSMUSG00000049230	Gm9833	91	44	37	78
ENSMUSG00000051278	4930422G04Rik	91	54	34	28
ENSMUSG00000053161	Wdr69	16	91	0	2
ENSMUSG00000054499	Dedd2	11	12	8	91
ENSMUSG00000057411	Fam173a	21	28	10	91
ENSMUSG00000058748	Zfp958	49	38	91	28
ENSMUSG00000060377	Rpl36a-ps1	1	16	2	91
ENSMUSG00000061207	Stk19	91	91	36	51
ENSMUSG00000066149	Cdc26	58	68	88	91
ENSMUSG00000066829	Zfp810	32	36	91	50
ENSMUSG00000071379	Hpcal1	66	91	28	53
ENSMUSG00000073374	C030034I22Rik	51	68	91	6
ENSMUSG00000074000	na	91	13	12	6
ENSMUSG00000086180	na	12	10	6	91
ENSMUSG00000002249	Tead3	46	4	47	92
ENSMUSG00000003559	As3mt	34	67	53	92
ENSMUSG00000006411	Pvrl4	14	21	80	92
ENSMUSG00000016344	Ppdpf	5	0	8	92
ENSMUSG00000016946	Kctd5	63	80	92	71
ENSMUSG00000020232	Hmg20b	92	75	44	73
ENSMUSG00000020238	Ncln	14	5	17	92
ENSMUSG00000021288	Klc1	87	39	73	92
ENSMUSG00000025421	Hdhd2	92	84	88	78
ENSMUSG00000026196	Bard1	92	12	35	15
ENSMUSG00000026273	Mterfd2	92	79	52	39
ENSMUSG00000026860	Sh3glb2	25	21	29	92
ENSMUSG00000027016	Zfp385b	8	92	42	67
ENSMUSG00000027646	Src	31	2	56	92
ENSMUSG00000028899	Taf12	57	41	92	59
ENSMUSG00000031728	Zfp821	72	65	54	92
ENSMUSG00000032288	Imp3	38	55	66	92
ENSMUSG00000033170	Card10	75	40	8	92
ENSMUSG00000033227	Wnt6	1	0	0	92
ENSMUSG00000033579	Fa2h	4	92	13	11
ENSMUSG00000033826	Dnahc8	92	10	8	18
ENSMUSG00000035234	Fam175a	92	56	40	58
ENSMUSG00000036218	Pdzrn4	28	29	68	92
ENSMUSG00000038552	Fndc4	36	17	72	92
ENSMUSG00000045679	Pqlc3	72	28	92	59
ENSMUSG00000045827	Serpinb9	9	4	55	92
ENSMUSG00000048334	Gm8258	92	86	41	43
ENSMUSG00000058402	Zfp383	80	92	82	74
ENSMUSG00000067787	Blcap	92	66	91	88
ENSMUSG00000071291	Zfp58	53	54	92	61
ENSMUSG00000084241	Gm13416	70	41	92	58
ENSMUSG00000085396	6720401G13Rik	92	56	84	45
ENSMUSG00000086824	4930448D08Rik	29	92	1	0
ENSMUSG00000090641	Zfp712	52	42	92	23
ENSMUSG00000001445	Mrpl10	11	37	31	93
ENSMUSG00000001517	Foxm1	56	50	16	93
ENSMUSG00000001604	Tcea3	18	3	93	73
ENSMUSG00000003199	Mpnd	55	32	17	93
ENSMUSG00000004996	Mri1	93	51	43	38
ENSMUSG00000014873	Surf2	93	45	37	57
ENSMUSG00000022898	Dscr3	35	19	49	93
ENSMUSG00000023064	Sncg	93	29	4	0
ENSMUSG00000026495	Efcab2	93	78	86	87
ENSMUSG00000027306	Nusap1	59	93	27	45
ENSMUSG00000027752	Exosc8	63	53	93	41
ENSMUSG00000028062	Lamtor2	20	26	16	93
ENSMUSG00000028669	1110049F12Rik	39	24	23	93
ENSMUSG00000029070	Mxra8	28	4	93	57
ENSMUSG00000030056	Isy1	58	51	93	83
ENSMUSG00000034194	R3hcc1	40	5	58	93
ENSMUSG00000035495	Tstd2	50	71	63	93
ENSMUSG00000036856	Wnt4	1	4	44	93
ENSMUSG00000038260	Trpm4	17	7	35	93
ENSMUSG00000039914	Coq10a	93	61	48	54
ENSMUSG00000041012	Cmtm8	36	51	80	93
ENSMUSG00000042878	na	28	15	29	93
ENSMUSG00000044505	Lingo4	2	0	93	32
ENSMUSG00000044676	Zfp612	93	40	49	68
ENSMUSG00000047428	Dlk2	89	93	20	0
ENSMUSG00000048486	Fitm2	93	39	72	23
ENSMUSG00000050002	Idnk	93	58	59	28
ENSMUSG00000050666	E130203B14Rik	3	32	26	93
ENSMUSG00000054792	Klhl18	40	20	63	93
ENSMUSG00000057880	Abat	93	5	41	46
ENSMUSG00000062944	9130023H24Rik	93	54	88	59
ENSMUSG00000067367	Lyar	93	50	57	75
ENSMUSG00000069706	Taar5	2	0	2	93
ENSMUSG00000079437	Tmem179b	55	35	82	93
ENSMUSG00000081289	Gm14857	93	17	69	16
ENSMUSG00000082683	Gm12697	93	8	50	6
ENSMUSG00000083061	Gm12191	0	9	0	93
ENSMUSG00000083554	Gm6645	93	31	29	27
ENSMUSG00000093402	Gm18588	93	49	55	37
ENSMUSG00000004864	Mapk13	5	3	20	94
ENSMUSG00000006315	Tmem147	34	32	44	94
ENSMUSG00000008686	na	55	94	31	31
ENSMUSG00000010057	Nprl2	94	53	25	36
ENSMUSG00000016552	Foxred2	94	15	42	84
ENSMUSG00000019899	Lama2	50	51	94	19
ENSMUSG00000020635	Fkbp1b	4	0	63	94
ENSMUSG00000021432	Slc35b3	94	40	53	53
ENSMUSG00000022092	Ppp3cc	71	39	56	94
ENSMUSG00000022109	Med4	77	49	79	94
ENSMUSG00000022552	Sharpin	65	51	26	94
ENSMUSG00000025817	Nudt5	90	88	54	94
ENSMUSG00000026279	Thap4	30	9	40	94
ENSMUSG00000026333	Gin1	94	86	71	56
ENSMUSG00000026818	Cel	94	2	1	4
ENSMUSG00000026917	Wdr5	70	31	72	94
